id	supplier	material_name	composition	composition_formated	colour	width	weight	price	minimum	image_url
8882	MOTIF HANDMADE	MT1201 / 02	100% cotton 01 - 70% recycled sari, 30% new cotton 02 - 100% recycled sari	"[[100,""cotton""],[70,""recycled cotton""],[30,""cotton""],[100,""recycled cotton""]]"	varied colours depending on sari patterns base cloth and/or sari ribbon can be over-dyed with natural or azo free dyes	"approx 106cm / 42"""	270 g/m² / 8oz/yd²	fob dhaka, bangladesh. currency $. $15.15/m, $14.00/yd	moq 25m/yds (5pcs @ 5yds/m per piece approx.)	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8882
8881	MOTIF HANDMADE	MTAW01A / 01B / 01C / 01D	70% recycled grs certified cotton 30% recycled grs certified polyester	"[[70,""recycled cotton""],[30,""polyester""]]"	no new dyes are used in this process. e.g. green fabric scraps become green yarn. please request samples of available grs yarn colours & counts.	"114cm / 45"""	170 g/m² / 5oz/yd²	fob dhaka, bangladesh. currency $. 03a / b / c = $10.60/m, $9.60/yd | 03d = $12.10/m, $11.20/yd	moq 150m/yds or 50m/yds as 1 of 3 fabrics in a total handwoven warp of 150m/yds.	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8881
8880	MOTIF HANDMADE	MTAW03A / 03B	70% recycled grs certified cotton 30% recycled grs certified cotton polyester	"[[70,""recycled cotton""],[30,""recycled polyester""]]"	no new dyes are used in this process. e.g. blue fabric scraps become blue yarn. please request samples of available grs yarn colours & counts.	"114cm / 45"""	170 g/m² / 5oz/yd²	fob dhaka, bangladesh. currency $. 03a & 03b = $10.60/m, $9.80/yd	moq 150m/yds or 50m/yds as 1 of 3 fabrics in a total handwoven warp of 150m/yds.	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8880
8876	HER MIN	FPHA0137/-/1352	100% organic cotton	"[[100,""regenerative cotton""]]"	on demand. GOTS certified	"50"""	~111g/m²		"price quoted based on 1500yds/color; 3000yds/order. we can do 500yds/color/order with upcharges."	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8876
8875	HER MIN	FPHG0122/-/1352	100% TENCEL™ Lyocell	"[[100,""lyocell""]]"	on demand	"53"""	~100g/m²	US$5.6	"price quoted based on 1500yds/color; 3000yds/order. we can do 500yds/color/order with upcharges."	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8875
8859	BRITISH WOOL	Romney Tweed CIC	100% British wool	"[[100,""wool""]]"	oat grass		400-430g/m²			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8859
8803	SETERIE ARGENTI SPA	E22429	49% FSC viscose 46% cotton 5% metal	"[[49,""viscose""],[46,""cotton""],[5,""zamak metal""]]"	3085	149cm	175g/m²	"0-399.99m €20.49; 400 - 799.99m €17.78; bulk €15.97"	sampling: 50m/colour production: 400m/colour	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8803
8801	SETERIE ARGENTI SPA	E22632	78% recycled cotton 15% polyamide 5% polyester 2% FSC viscose	"[[78,""recycled cotton""],[15,""polyamide""],[5,""polyester""],[2,""viscose""]]"	1	150cm	205g/m²	"0-399.99m €35.02; 400-799.99m €33,72; bulk €32.70"	sampling: 10m/colour production: 300m/colour	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8801
8800	SETERIE ARGENTI SPA	E22591	100% TENCEL™ Lyocell	"[[100,""lyocell""]]"	3093	141cm	109g/m²	"0-399.99m €10.92 400-799.99m €8.27; bulk €7.81"	sampling: 50m/colour production: 400m/colour	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8800
8792	SYMPHONY FABRICS	MILAN	100% linen	"[[100,""linen""]]"	yarn dyed	"57"""	120g/m²	£6.42	300m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8792
8688	AMBERCYCLE	cycora165 - Glossy Twill	100% cycora® renegerated polyester	"[[100,""regenerative cotton""]]"	obsidian	"58"""	180g/m²	n/a	n/a	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8688
8689	THERMORE	ECODOWN FIBERS SYNC 100/200gr	100% recycled polyester from post-consumer plastic bottles	"[[100,""recycled polyester""]]"	white		100/200g/m²		1000kg (FE production only)	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8689
8687	AMBERCYCLE	cycora166 - Downproof Shell	100% cycora® renegerated polyester	"[[100,""regenerative cotton""]]"	soft ash (digital print)	"56"""	73g/m²	n/a	n/a	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8687
8686	AMBERCYCLE	cycora171 - 56Gauge Interlock	100% cycora® renegerated polyester	"[[100,""regenerative cotton""]]"	silt and misted fog	"60"""		n/a	n/a	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8686
8673	UNCAGED INNOVATIONS	UNCAGED ELEVATE ORANGE - SAMPLE 44	60% grain byproducts 30% plant polymers 5% plant oils <5% natural ingredients including colourants <1% bio pu top coat	"[[60,""grain byproducts""],[30,""abaca""],[5,""bio-based materials""],[4,""abaca""],[0.99,""polyurethane""]]"			0.75 - 1mm thickness			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8673
8672	UNCAGED INNOVATIONS	UNCAGED ELEVATE RED - SAMPLE 43	60% grain byproducts 30% plant polymers 5% plant oils <5% natural ingredients including colourants <1% bio pu top coat	"[[60,""grain byproducts""],[30,""abaca""],[5,""bio-based materials""],[4,""abaca""],[0.99,""polyurethane""]]"			0.75 - 1mm thickness			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8672
8671	UNCAGED INNOVATIONS	UNCAGED ELEVATE STONE - SAMPLE 42	60% grain byproducts 30% plant polymers 5% plant oils <5% natural ingredients including colourants <1% bio pu top coat	"[[60,""grain byproducts""],[30,""abaca""],[5,""bio-based materials""],[4,""abaca""],[0.99,""polyurethane""]]"			0.75 - 1mm thickness		15sq ft	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8671
8646	NILORN	Flexible paper strings	100% FSC™ mix paper	"[[100,""paper""]]"	available in white, or natural brown. individula colours available on request					https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8646
8644	NILORN	Paptic® bags	100% Paptic® (minimum 80% wood fibres, the remainder includes fossil-based additives commonly used in paper production).	"[[100,""pactic""],[80,""wood fiber""]]"	white, opaque					https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8644
8645	NILORN	Algae™ Ink	100% Algae Ink ™	"[[100,""bio-based materials""]]"	Algae Ink™ is currently limited to black color.					https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8645
8642	HYDEFY	Hydefy - 01	96% fungal composite (fermented fungal protein, polymers from fermented sugarcane husk waste) 4% partially bio-based coating, backing: organic cotton (optional and customisable)	"[[96,""mushroom mycelium""],[4,""bio-based materials""]]"	plum	76cm	613g/m²	dependent on moq and customisation	dependent on customization	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8642
8641	HYDEFY	Hydefy - 02	96% fungal composite (fermented fungal protein, polymers from fermented sugarcane husk waste) 4% partially bio-based coating, backing: organic cotton (optional and customisable)	"[[96,""mushroom mycelium""],[4,""bio-based materials""]]"	black	76cm	613g/m²	dependent on moq and customisation	dependent on customization	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8641
8640	HYDEFY	Hydefy - 03	96% fungal composite (fermented fungal protein, polymers from fermented sugarcane husk waste) 4% partially bio-based coating, backing: organic cotton (optional and customisable)	"[[96,""mushroom mycelium""],[4,""bio-based materials""]]"	black	76cm	613g/m²	dependent on moq and customisation	dependent on customization	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8640
8634	HYOSUNG TNC	HS24-04-0063	85% mechanically recycled nylon 15% creora® Fresh elastane	"[[85,""recycled nylon""],[15,""elastane""]]"	light navy	120cm	175g/m²			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8634
8633	HYOSUNG TNC	HS25-05-0073	84% chemically recycled nylon 16% mechanically recycled elastane	"[[84,""recycled nylon""],[16,""mechanically recycled elastane""]]"	brown	"48/50"""	165g/m²			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8633
8632	HYOSUNG TNC	HS25-11-0242	100% chemically recycled nylon	"[[100,""recycled nylon""]]"	lavender	"55/57"""	57g/m²			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8632
8631	ELYAF TEKSTİL SAN. TİC. A.Ş.	80670	74% viscose 26% Naia™ renew	"[[74,""viscose""],[26,""naia acetate""]]"	ecru - dyeing options: regular dyes (OEKO-TEX certified and complies with MRSL lists)	141cm	175g/m²	8,25	700m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8631
8629	ELYAF TEKSTİL SAN. TİC. A.Ş.	80610 CIRCULOSE	49% LENZING™️ ECOVERO™️ 41% viscose 10% Renewcell Circulose® recycled textiles	"[[49,""lyocell""],[41,""viscose""],[10,""recycled polyester""]]"	beige - dyeing options: regular dyes (OEKO-TEX certified and complies with MRSL lists) or natural dyes (with GOTS letter of approval for plants and natural dye certificate from a laboratory, datu)	140cm	174g/m²	5,55	700m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8629
8611	NORTHERN LINEN	LI459257DF	100% linen	"[[100,""linen""]]"		145cm	165g/m²		100m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8611
8610	LIBECO-LAGAE	L968 Changeant-0001 Sanfor airo	100% linen	"[[100,""linen""]]"		150cm	280g/m²		250m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8610
8609	LIBECO-LAGAE	L616 changeant-0004 Stonewash 130 R05	100% linen	"[[100,""linen""]]"		130cm	805/850g/m²		20m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8609
8608	LIBECO-LAGAE	L923 Rust-5893 Pigment dyed stonewash	75% linen 25% hemp	"[[75,""linen""],[25,""hemp""]]"		140cm	1525g/m²		15m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8608
8604	KLASIKINE TEKSTILE	2981p3	100% linen	"[[100,""linen""]]"		150cm	160g/m²		100m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8604
8603	KLASIKINE TEKSTILE	2979	100% linen	"[[100,""linen""]]"		150cm	130g/m²			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8603
8602	KLASIKINE TEKSTILE	2916D	100% linen	"[[100,""linen""]]"		150cm	200g/m²			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8602
8601	IAFIL	Riciclino	100% linen	"[[100,""linen""]]"			NM2/26		12kg	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8601
8600	GRAZIANO_FU_SEVERINO	Lino6262	100% linen	"[[100,""linen""]]"		300cm	190g/m²		12m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8600
8599	GRAZIANO_FU_SEVERINO	Selene	100% linen	"[[100,""linen""]]"		180cm	170g/m²		12m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8599
8598	ALBINI COTONIFICIO	Gold Linen F3412891/18	100% linen	"[[100,""linen""]]"		148/150cm	112-118g/m²		120m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8598
8597	ALBINI COTONIFICIO	Sahara 23-5 Barre aloe F3105539/55	100% linen	"[[100,""linen""]]"			141/147g/m²			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8597
8596	ALBINI COTONIFICIO	Sahara Lux F3106184/53	100% linen	"[[100,""linen""]]"		149/150cm	120-126g/m²		120m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8596
8595	HD® WOOL	HD Wool Quilting	hd75act - 75% woolkeepers® wool / 25% non-gmo pla	"[[75,""wool""],[25,""bio-based materials""]]"	natural	150cm	75gsm	please enquire	1 roll	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8595
8594	HD® WOOL	HDC350/4-RG	100% woolkeepers® wool	"[[100,""wool""]]"	natural	200cm	350gsm	please enquire	please enquire	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8594
8593	HD® WOOL	HDH760/10	100% woolkeepers® wool	"[[100,""wool""]]"	natural	220cm	760gsm	please enquire	1 roll	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8593
8589	POSITIVE MATERIALS	PM0530	91% organic cotton 9% elastane	"[[91,""regenerative cotton""],[9,""elastane""]]"	jet black	152cm	130g/m²			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8589
8578	PAPILLON BLEU	PB0010 5487 AP WD: Jersey no waste fabric (double knit 24s desized double knit) fleeceback	70% best of the rest waste regenerative cotton 30% virgin regenerative cotton	"[[70,""regenerative cotton""],[30,""regenerative cotton""]]"	desized washed undyed natural cotton colour	160cm	325g/m²		100m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8578
8577	PAPILLON BLEU	PBSA001 UK: Twill Blocks	50% rainfed regenerative organic cotton 50% morpho	"[[50,""regenerative cotton""],[50,""polyester""]]"	natural undyed ecru, lady jane grey	156cm	397g/m²		50m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8577
8573	COLORIFIX	VD- RPES-DF-OR20	100% recycled polyester - double face	"[[100,""recycled polyester""]]"	oceanic reef	options available	options available	price on request	50kg sampling, 500kg production, surcharge can be added for lower quantities	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8573
8572	COLORIFIX	VI-RPES-I-OB20	100% recycled polyester - interlock	"[[100,""recycled polyester""]]"	oceanic berry dilution	options available	options available	price on request	50kg sampling, 500kg production, surcharge can be added for lower quantities	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8572
8571	COLORIFIX	VJ-RPES-J-SG20	100% recycled polyester - jersey	"[[100,""recycled polyester""]]"	solar glow dilution	options available	options available	price on request	50kg sampling, 500kg production, surcharge can be added for lower quantities	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8571
8554	PREMIER DIGITAL TEXTILES LTD	ECO FREEMONT / BSP 057 2331 033	100% REPREVE® recycled polyester	"[[100,""recycled polyester""]]"	non optic	"57""/145cm"	209g/m²		1 roll	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8554
8553	PREMIER DIGITAL TEXTILES LTD	ECO COLUMBUS / BSP 060 2566 033	100% REPREVE® recycled polyester	"[[100,""recycled polyester""]]"	non optic	"60""/152cm"	230g/m²		1 roll	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8553
8543	PREMIER DIGITAL TEXTILES LTD	ECO HALF PANAMA / BHP 060 2886 ORG	100% organic cotton	"[[100,""regenerative cotton""]]"	optic	"60""/152cm"	309g/m²		1 roll	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8543
8533	GREEN'ING	GREEN-WO-10-DEAR	fine wool jersey GOTS certified from ecological textile (nl) dyed with natural extracts by green'ing	"[[100,""wool""],[50,""cotton""],[30,""gots certified""],[20,""regenerative cotton""],[10,""natural latex""],[40,""natural latex""],[30,""by green'ing""]]"	example of vegetable dyeing - dear colour	135cm	150g/m²			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8533
8532	GREEN'ING	GREEN-WO-09-SAND	fine wool jersey GOTS certified from ecological textile (nl) dyed with natural extracts by green'ing	"[[100,""wool""],[50,""cotton""],[30,""gots certified""],[20,""regenerative cotton""],[10,""natural latex""],[40,""natural latex""],[30,""by green'ing""]]"	example of vegetable dyeing - sand colour	135cm	150g/m²			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8532
8531	GREEN'ING	GREEN-WO-08-OLD PINK	fine wool jersey GOTS certified from ecological textile (nl) dyed with natural extracts by green'ing	"[[100,""wool""],[50,""cotton""],[30,""gots certified""],[20,""regenerative cotton""],[10,""natural latex""],[40,""natural latex""],[30,""by green'ing""]]"	example of vegetable dyeing - old pink colour	135cm	150g/m²			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8531
8524	BRITISH PASTURE LEATHER	Tumbled full-grain British Pasture Leather - 2	vegetable-tanned leather made with pasture-fed cattle hides	"[[100,""leather""],[50,""leather""]]"	chestnut		1.8mm	£13-£19sq/ft	500sq/ft	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8524
8523	BRITISH PASTURE LEATHER	Heavy full-grain British Pasture Leather - 3	vegetable-tanned leather made with pasture-fed cattle hides	"[[100,""leather""],[50,""leather""]]"	chestnut		2.4mm	£13-£19sq/ft	500sq/ft	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8523
8522	BRITISH PASTURE LEATHER	Tumbled full-grain British Pasture Leather - 4	vegetable-tanned leather made with pasture-fed cattle hides	"[[100,""leather""],[50,""leather""]]"	charcoal		1.8mm	£13-£19sq/ft	500sq/ft	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8522
8511	SHIMA SEIKI	APEXFiz - 026	simulations can be created in your chosen compositions, yarn count and gauge	[]	black, white, gold					https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8511
8508	SHIMA SEIKI	APEXFiz - 023	simulations can be created in your chosen compositions, yarn count and gauge	[]	light gray, navy					https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8508
8505	SHIMA SEIKI	APEXFiz - 020	simulations can be created in your chosen compositions, thread count and density	[]	multi colour					https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8505
8481	HERBAL FAB	HFPJC1 - OC 6 Wale	100% organic cotton	"[[100,""regenerative cotton""]]"	GOTS low impact dyed	"54-56"""	280-300g/m²	US$7.5-8/m	6000 - 8000m for new weaving. 1000-1500m per colour for dyeing, 2000m design for rotary printing. no moq for ready available fabrics	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8481
8480	HERBAL FAB	HFRSL1 - OC Seer Sucker Stripe	100% organic cotton	"[[100,""regenerative cotton""]]"	GOTS low impact dyed	"56-58"""	155-165g/m²	US$4.5-5/m	5000m for new weaving. 1000m per design. no moq for ready available fabrics	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8480
8479	HERBAL FAB	HFA1 - ERI Peace Silk (with 3 more color options)	100% ahimsa silk	"[[100,""ahimsa silk""]]"	natural dyed	"44-46"""	150-160g/m²	US$31.5-32.5/m	50-100m per design.no moq from ready available options	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8479
8460	TNTEX BY TORNÉ GRUP	PINEAPPLE / PINEPLAIN-5541	43% TENCEL™ Lyocell 32% organic cotton 19% Anam PALF (pineapple leaf fibre) 6% polyamide	"[[43,""tencel lyocell""],[32,""regenerative cotton""],[19,""cellulose""],[6,""polyamide""]]"	ecru	160cm	192g/m²	>1000m: €9,46 500-1000: €10,69 <500: €12,21	50m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8460
8458	TNTEX BY TORNÉ GRUP	DENIM/RTEXTWILL3/1-5093	65% organic cotton 35% recycled denim	"[[65,""regenerative cotton""],[35,""recycled polyester""]]"	blue	160cm	300g/m²	>1000m: €8,37 500-1000: €9,45 <500: €10,79	50m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8458
8457	TNTEX BY TORNÉ GRUP	DENIM/RTEXTWILL3/1-5079	65% organic cotton 35% recycled denim	"[[65,""regenerative cotton""],[35,""recycled polyester""]]"	blue	160cm	275g/m²	>1000m: €8,22 500-1000: €9,29 <500: €10,60	50m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8457
8447	JOHN ENGLAND IRISH LINEN	JE3114WP - WONKY SQUARES	100% linen	"[[100,""linen""]]"	various colours	156cm	217g/m²	£24.14-29.82	3.5m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8447
8433	MANIFUTURA	9WF250	60% organic cotton 40% TENCEL™ Lyocell	"[[60,""regenerative cotton""],[40,""tencel lyocell""]]"	committed to environmental conservation through GOTS-certified dyes for solid and select mélange colours, processed in our bluesign-certified partner dyehouse	175cm	160g/m²	€4-6	1000m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8433
8432	MANIFUTURA	9SP147	57% recycled polyester 33% recycled polyamide 10% elastane	"[[57,""recycled polyester""],[33,""polyamide""],[10,""elastane""]]"	committed to environmental conservation through GOTS-certified dyes for solid and select mélange colours, processed in our bluesign-certified partner dyehouse	145cm	200g/m²	€4-6	700m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8432
8430	MANIFUTURA	9SP113	70% organic cotton 26% TENCEL™ Lyocell 4% elastane	"[[70,""regenerative cotton""],[26,""tencel lyocell""],[4,""elastane""]]"	committed to environmental conservation through GOTS-certified dyes for solid and select mélange colours, processed in our bluesign-certified partner dyehouse	140cm	170g/m²	€4-6	700m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8430
8402	ECOLOGICAL TEXTILES	ET_H196 Rib 1x1 organic cotton/hemp/EA	68% organic cotton 28% hemp 4% elastane	"[[68,""regenerative cotton""],[28,""hemp""],[4,""elastane""]]"	offwhite, black	100cm	250g/m²	€9.90/m based on 100 meters	5m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8402
8401	ECOLOGICAL TEXTILES	ET_H194 Medium single jersey organic cottom/hemp	70% organic cotton 30% hemp	"[[70,""regenerative cotton""],[30,""hemp""]]"	offwhite, black	160cm	200g/m²	€9.20/m based on 100 meters	5m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8401
8400	ECOLOGICAL TEXTILES	ET_H048 Fine hemp canvas	100% hemp	"[[100,""hemp""]]"	natural	150cm	285g/m²	€20.95/m based on 100 meters	5m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8400
8390	MADEIRA	SG Flying Butterflies	100% TENCEL™ Lyocell embroidery thread	"[[100,""tencel lyocell""],[0,""cotton""]]"	144 shades avalaible	5000m length	200dtex/180den	list price uk sensa green colours (including b&w) 5000m £11.36-sensa green bobbin black 7500m £12.90-sensa green bobbin white 7500m £11.02	1 spool of 5000m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8390
8389	MADEIRA	SG Münster Freiburg	100% TENCEL™ Lyocell embroidery thread	"[[100,""tencel lyocell""],[0,""cotton""]]"	144 shades avalaible	5000m length	200dtex/180den	list price sensa green colours (including b&w) 5000m £11.36-sensa green bobbin black 7500m £12.90-sensa green bobbin white 7500m £11.02	1 spool of 5000m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8389
8388	MADEIRA	SG En Pointe Ballerinas Border (Fringe)	100% TENCEL™ Lyocell embroidery thread	"[[100,""tencel lyocell""],[0,""cotton""]]"	144 shades avalaible	5000m length	200dtex/180den	list price uk sensa green colours (including b&w) 5000m £11.36-sensa green bobbin black 7500m £12.90-sensa green bobbin white 7500m £11.02	1 spool of 5000m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8388
8385	YKK	YZiP® Zipper with Hemp Tape: YGRC-39 GSBN8 J H12 EB-REAT KENSIN N-ANTI	tape: 86% hemp and 14% cotton yarn, chain: recycled eb reat wire, post consumer copper alloy	"[[86,""hemp""],[14,""cotton""]]"	raw material only	h12		price dependant on item	surcharge below £101	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8385
8384	YKK	NATULON Plus® Metal Size 3 : YGRC-39 GSBN8 J PB12 EB-REAT GREEN-F KENSIN N-ANTI	tape: 100% recycled polyester chain: recycled eb reat wire, post consumer copper alloy	"[[100,""recycled polyester""],[1,""cotton""],[1,""eb""],[1,""reat""],[1,""cotton""],[1,""recycled polyester""],[1,""zamak metal""]]"	global colour card	pb12		price dependant on item	surcharge below £100	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8384
8377	ORGANIC COTTON COLOURS SL	BEG-K9003-EC_SINGLE JERSEY OCCBiodynaimc® Egypt_ECRU	100% organic pima egyptian cotton	"[[100,""recycled cotton""]]"	natural ecru	145cm	125g/m²	€7.15 to €4.47	no minimum for fabrics on stock	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8377
8376	ORGANIC COTTON COLOURS SL	BEG-K8002-EC_RIB JERSEY 1X1 OCCBiodynaimc® Egypt_ECRU	100% organic pima egyptian cotton	"[[100,""recycled cotton""]]"	natural ecru	130cm	150g/m²	€7.36 to €4.60	no minimum for fabrics on stock	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8376
8375	ORGANIC COTTON COLOURS SL	BEG-K5001-EC_BRUSHED FLEECE OCCBiodynaimc® Egypt_ECRU	100% organic pima egyptian cotton	"[[100,""recycled cotton""]]"	natural ecru	195cm	290g/m²	€17.92 to €11.20	no minimum for fabrics on stock	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8375
8367	PONDA	BioPuff® Wadding (Product Code: BPW100D)	80% typha fibres 20% recycled polyester	"[[80,""typha fibres""],[20,""recycled polyester""]]"		140cm	100g/m²		400m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8367
8366	PONDA	BioPuff® Wadding (Product Code: BPW80B)	80% typha fibres 20% recycled polyester	"[[80,""typha fibres""],[20,""recycled polyester""]]"		140cm	80g/m²		400m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8366
8365	PONDA	BioPuff® (Product Code: BPLF03)	60% typha fibres 40% recycled polyester	"[[60,""typha fibres""],[40,""recycled polyester""]]"	natural				100kg	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8365
8362	ICTYOS	SQUAMA Gradient Peach	100% salmon leather	"[[100,""faux leather""]]"	peach	70x15cm	0,03kg	€25-35 per skin	1 skin	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8362
8361	ICTYOS	SQUAMA Metallic Pearly Blue	100% salmon leather	"[[100,""faux leather""]]"	pearly blue	70x15cm	0,03kg	€15-25 per skin	1 skin	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8361
8360	ICTYOS	SQUAMA Raw Intense Brown	100% salmon leather	"[[100,""faux leather""]]"	intense brown	70x15cm	0,03kg	€8-18 per skin	1 skin	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8360
8351	RIOPELE -TÊXTEIS, S.A.	LINELL _ TCD884	58% TENCEL™ Luxe 42% linen	"[[58,""lyocell""],[42,""linen""]]"	18588	145cm	185g/m²	please enquire	300m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8351
8350	RIOPELE -TÊXTEIS, S.A.	BEATRICE _ TCE363	59% TENCEL™ Luxe 41% TENCEL™ Lyocell	"[[59,""lyocell""],[41,""tencel lyocell""]]"	18648	135cm	191g/m²	please enquire	300m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8350
8349	RIOPELE -TÊXTEIS, S.A.	Wrong _ TCE199	100% TENCEL™ Lyocell	"[[100,""lyocell""]]"	18591	140cm	319g/m²	please enquire	300m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8349
8348	SOKTAS TEKSTIL SANAYI VE TICARET A.S	PLEMONT organic	100% organic cotton	"[[100,""regenerative cotton""]]"	97075/1000-other colours available	148cm	150-160g/m²		300m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8348
8347	SOKTAS TEKSTIL SANAYI VE TICARET A.S	DARWIN plus organic	100% organic cotton	"[[100,""regenerative cotton""]]"	97058/01-other designs and colours available	148cm	140-150g/m²		300m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8347
8346	SOKTAS TEKSTIL SANAYI VE TICARET A.S	AVIGNON organic	100% organic cotton	"[[100,""regenerative cotton""]]"	97065/03-other designs and colours available	148cm	75-85g/m²		300m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8346
8341	CHIA HER INDUSTRIAL CO., LTD	CUA125-011	100% TENCEL™ Lyocell	"[[100,""lyocell""]]"		"56"""	105.4g/m²	US$5.01/y	1500/3000y	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8341
8340	CHIA HER INDUSTRIAL CO., LTD	RYB581-310	100% TENCEL™ Lyocell	"[[100,""lyocell""]]"	green	"59.0"""	259.8g/m²	US$12.75/y	1000/3000y	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8340
